ITEM,PICTURE,NAME1,H_INDEX,PERCENTAGE_MODAL_NAME,VISUAL_COMPLEXITY,SUBTLEX,lgSUBTLEX,Google00pm,lgGoogle00
731,PICTURE_731,bagger,0.14372617,97.95918367,2.66,1.06,1.447,0.60178,3.561
732,PICTURE_732,ball,0.557266991,89.58333333,1.85,56.73,3.159,12.70553,4.886
733,PICTURE_733,brille,0.0,100.0,2.46,25.59,2.814,5.73933,4.541
734,PICTURE_734,waschmaschine,0.0,100.0,3.16,2.83,1.863,1.43198,3.938
735,PICTURE_735,eiswuerfel,0.714975717,85.71428571,2.41,1.42,1.568,0.24875,3.178
736,PICTURE_736,zauberer,1.202363197,65.2173913,3.3,15.43,2.594,2.46184,4.173
737,PICTURE_737,unterhose,1.099625726,83.50515464,2.97,6.18,2.199,0.59914,3.559
738,PICTURE_738,taube,0.561028486,86.86868687,3.06,7.13,2.26,2.56679,4.191
739,PICTURE_739,grab,2.080938146,38.7755102,1.86,30.75,2.893,11.65634,4.848
740,PICTURE_740,angler,0.947994982,81.63265306,3.64,0.39,1.041,0.49038,3.472
741,PICTURE_741,bonbon,0.0,100.0,2.5,2.83,1.863,0.37485,3.356
742,PICTURE_742,papst,1.476259547,63.63636364,3.72,9.76,2.396,23.12161,5.146
743,PICTURE_743,vogelscheuche,0.207310186,96.73913043,3.32,1.54,1.602,0.16544,3.001
744,PICTURE_744,ring,0.532835063,87.87878788,2.17,49.33,3.098,12.36043,4.874
745,PICTURE_745,brunnen,0.0,100.0,3.35,9.76,2.396,6.27401,4.579
746,PICTURE_746,kegel,0.51659875,90.72164948,1.69,0.91,1.38,1.80303,4.038
747,PICTURE_747,badewanne,0.468995594,90.0,2.57,7.91,2.305,1.58503,3.982
748,PICTURE_748,muschel,1.102086531,73.19587629,3.25,1.61,1.623,0.91945,3.745
749,PICTURE_749,muelleimer,1.678742969,50.0,3.32,3.35,1.934,0.70227,3.628
750,PICTURE_750,kaffeekanne,2.912156965,34.09090909,2.66,0.67,1.255,0.16131,2.99
